"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Fragile and conflict affected situations","FCS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1800","3685","7422","16600","80604","198612","345750","563199","836887","1538733","2671370","4801806","7101195","9834445","13185552","19152084","33357008","57364044","101269181","139640454","196979949","239646804","285271993","329172016","381653264","439822421","501068739","535503413","530846703","532147502","575794056","586176366","",
"Finland","FIN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","28278","33880","42226","52010","67639","85300","105860","138160","190031","257872","319137","386021","489174","675565","1039130","1502000","2162570","2845990","3273430","3728630","4175590","4516770","4747130","4988000","5270000","5670000","6080000","6830000","7700000","8390000","8940000","9320000","7411200","7602600","7396200","7366100","7310000","7300000","7150000","",
"Fiji","FJI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1100","2200","3700","5200","8000","23380","55057","80933","89900","109882","142190","205000","284661","530048","600000","640000","697920","727000","858809","930406","876176","965950","1044690","1033920","1033920","1033920","",
"France","FRA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","9055","39234","98332","178400","283200","375000","436700","572000","883000","1302500","2462700","5817300","11210100","21433500","29052400","36997400","38585300","41702000","44544000","48088000","51662000","55358100","57972000","57918000","57785000","59816000","62260000","63324000","65425000","66681000","67571000","69018000","70455000","72043000","",
"Faroe Islands","FRO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1429","1718","1605","1960","2558","3265","4701","6516","10761","16971","24487","34737","38026","41298","42032","49965","52169","54860","56993","59446","58475","58722","57751","58282","53213","54487","56293","56293","56293","",
"Micronesia, Fed. Sts.","FSM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","5869","12782","14094","18616","27436","27500","27500","27518","27600","31213","31393","31393","22505","23412","23114","23114","23114","",
"Gabon","GAB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280","1200","2581","4000","6800","9500","9694","8891","120000","150000","279289","300000","489367","736690","897987","1169000","1300000","1450000","1610000","2370230","2557730","2745230","2932730","2821560","2962490","2663240","2930550","2930550","",
"United Kingdom","GBR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","50000","130000","290000","560000","975000","1114000","1260000","1507000","2268000","3940000","5735790","7248360","8841000","14878000","27185000","43452000","46283000","49228000","54256200","59687900","65471700","70077900","73836200","74940900","76481100","76729800","77162300","78329400","78674000","78460700","79250800","78931400","79152800","78924300","78924300","",
"Georgia","GEO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","2300","30000","60000","133243","194741","301327","503619","711224","840645","1174310","1703890","2599710","2755090","2837000","3978240","4430340","4698580","4993120","5400770","5550730","5531880","5502400","5339830","5384460","",
"Ghana","GHA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","1742","3336","6200","12766","21866","41753","70026","130045","243797","386775","795529","1695000","2874560","5207240","7604050","11570400","15108900","17436900","21165800","25618400","28026500","30360800","35008400","38305100","36751800","40934900","40857100","",
"Gibraltar","GIB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","660","1002","1620","2445","3648","5558","9797","12167","15900","18392","20000","22000","24000","26000","28600","30000","32500","34750","34750","38000","41441","41136","41035","40000","40537","",
"Guinea","GIN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","812","950","950","2868","21567","25182","42112","55670","90772","111500","154900","189000","189000","2000000","2750000","3489000","4000000","4860590","5584700","7436470","8683500","10764000","11110000","11700000","11932000","12873000","",
"Gambia, The","GMB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","457","812","1442","3096","4734","5048","5307","5600","55085","100000","149300","175000","247478","404345","800371","1166140","1312870","1478350","1401160","1526190","1848850","2283690","2715670","2838130","2966000","3181390","3181390","",
"Guinea-Bissau","GNB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1275","39451","98825","157330","296223","500156","560345","677365","732634","1049190","939909","1108300","1238490","1285840","1434820","1480490","1590380","",
"Equatorial Guinea","GNQ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","300","297","600","5000","15000","32000","41500","61900","96900","120000","150000","180000","200000","399290","478860","501077","510783","516540","533336","575650","566113","591223","591223","",
"Greece","GRC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48000","153000","273000","532000","937700","2047000","3904000","5932400","7963740","9314260","8936200","9324340","10260400","10979800","12294900","13799300","13295100","12292700","12128000","13360300","12518600","12144600","12566600","12538900","12937100","12170800","11882100","",
"Grenada","GRD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","147","181","282","350","400","570","976","1410","2012","4300","6414","7553","42293","43313","46858","46193","51381","60022","114424","121946","120855","129912","133000","117151","119767","118973","113177","113177","113177","",
"Greenland","GRL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171","438","964","2052","4122","6481","8899","13521","15114","15882","19924","29749","39033","46480","53900","66400","55816","53468","57349","58742","59455","60400","60800","61000","61000","62232","62537","64878","",
"Guatemala","GTM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","293","1221","2141","2990","10462","29999","43421","64194","111445","337800","856831","1146440","1577090","2034780","3168260","4510070","7178750","11897600","14948600","17307500","18068000","19479100","20787100","21716400","16911800","18121400","18264500","19986500","20467500","20874100","",
"Guam","GUM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","867","1301","1907","4098","4965","5803","5673","12837","20000","27200","32600","70500","79800","98000","98000","98000","98000","98000","98000","","","","","","","","","","","",
"Guyana","GUY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","841","1029","1251","1243","1200","1400","1454","2815","39830","75320","79400","137955","171656","281368","400000","538774","447769","488533","560397","528757","547047","555035","566905","542598","584659","643210","643210","643210","",
"High income","HIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","63585","101509","148855","317502","748600","1433602","2506949","4254182","7211953","10886323","15612661","21891854","31452216","49725283","79133294","124277542","176828231","256053921","378408187","531268269","632315230","698594609","770971402","854022905","944309463","1040281254","1147489412","1212091106","1258047992","1288669785","1341041681","1376969761","1405926124","1463468705","1491873370","1516813551","1526730297","1546353265","1554082037","",
"Hong Kong SAR, China","HKG","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1000","4400","10000","28060","51280","89193","133912","189664","233324","290843","484823","798373","1361860","2229860","3174370","4275050","5447350","5776360","6395730","7349200","8213960","8544260","9444140","10751600","11580100","12597200","13793700","15292900","16387500","16973100","16959500","16724400","17585000","18394800","19124200","21455700","",
"Honduras","HND","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2311","14427","34896","78588","155271","237629","326508","379362","707201","1281460","2240760","4184830","6210710","8390760","9505070","8062230","7370030","7767240","7725090","8048390","7832800","8233500","7588550","7089690","",
"Heavily indebted poor countries (HIPC)","HPC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295","2996","6606","15197","43020","115494","289202","653789","1319083","2870156","5296669","8557918","14370510","22677062","34774830","59365927","96948362","147770769","189207543","232417707","289409980","336857103","387805777","436363235","483957025","487123815","501846257","519469383","542386499","",
"Croatia","HRV","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240","2019","6320","11382","21664","33688","64943","120420","182500","295000","1033000","1755000","2312600","2537300","2835500","3649700","4395200","5034580","4554780","4675020","4928350","5115140","4971350","4721020","4461350","4415660","4414350","4315580","4388480","4404650","",
"Haiti","HTI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","25000","55000","91500","140000","320000","400000","500200","1200000","2500000","3200000","3648000","4000000","4200000","6094950","7160200","6769310","7300000","6504010","6305860","6399040","6399040","",
"Hungary","HUN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2645","8477","23292","45712","143000","265000","473100","705786","1070150","1628150","3076280","4967430","6886110","7944590","8727190","9320000","9965720","11029900","12224200","11792500","12011800","11689900","11579400","11590300","11726500","9900580","9952000","9945040","10041900","10272700","",
"IBRD only","IBD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16534","38326","73773","146000","338008","696280","1412885","2791349","5904873","11851103","21267529","39398639","65199863","119362965","218052113","342788467","479272819","654347541","907387500","1233876237","1610431950","2034464406","2508949246","2988694064","3515859438","3947002436","4182005740","4447068633","4619266041","4693137546","4952640572","5143673848","5223365299","5414445799","",
"IDA & IBRD total","IBT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16534","38326","73773","146000","340158","704927","1431271","2833835","5981059","11980753","21502303","39854461","66090132","121157277","221769286","350777014","494720592","680122438","955190431","1322531357","1781058981","2309745609","2913581842","3480485933","4113650538","4660352907","4998641197","5372355750","5652321772","5801006964","6100185769","6326360347","6491336570","6746751211","",
"IDA total","IDA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2150","8647","18386","42486","76186","129650","234774","455822","890269","1794312","3717173","7988547","15447773","25774897","47802931","88655120","170627031","275281203","404632596","491791869","597791100","713350471","816635457","925287117","1033055731","1107869418","1147545197","1182686499","1267971271","1332305412","",
"IDA blend","IDB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2150","8647","14851","27076","44078","66589","107570","197515","300356","584799","1050452","2765832","6095566","9664898","20140802","40817909","82455631","128800787","191642547","222809058","256469307","285871958","319136353","347914540","370480309","379375521","397506480","403511844","443265785","472973153","",
"Indonesia","IDN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","4531","6321","9008","12928","18096","24528","35546","53438","78024","210643","562517","916173","1065820","2220970","3669330","6520950","11700000","18495300","30336600","46910000","63803000","93386900","140578000","163677000","211290000","249806000","281964000","313227000","325583000","338948000","385573000","435194000","320770000","345025000","",
"IDA only","IDX","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3535","15410","32108","63061","127204","258307","589913","1209513","2666721","5222715","9352207","16109999","27662129","47837211","88171400","146480416","212990049","268982811","341321793","427478513","497499104","577372577","662575422","728493897","750038717","779174655","824705486","859332259","",
"Isle of Man","IMN","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76680","327967","881839","1195400","1884310","3577100","6540000","13000000","33690000","52220000","90140000","166050000","233620000","346890000","525090000","752190000","893862000","864721000","886304000","944009000","1001060000","1127810000","1168900000","1176020000","1151480000","",
"Not classified","INX","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","300","1500","3475","6300","13579","25000","32000","44000","61100","88000","158000","288600","545000","946000","1677000","2461000","2970000","3000000","3500000","3860000","4270000","4690140","4970720","5048130","4704500","4701470","4906350","5013680","4880790","4912620","4902010","4875120","4898870","4971490","5145260","",
"Iran, Islamic Rep.","IRN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9200","15902","59967","238942","389974","490478","962595","2087350","2279140","3449880","5075680","8510510","15385300","29770000","43000000","52555000","54051800","56043000","58157500","65246200","68891200","74218800","80520200","87047000","88722400","118061000","",
"Iraq","IRQ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","80000","574000","1533000","9345370","14021200","17529000","20116900","23264400","25519000","26756000","32450000","33000000","33559000","33447000","33415700","36466900","36466900","",
"Iceland","ISL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","2642","5008","6519","7893","10010","12889","15251","17409","21845","30883","46805","65368","104280","172614","214896","248131","260438","279670","290068","283108","301922","326098","336922","339715","341077","344085","352114","356264","370047","383919","401613","410662","424720","413446","",
"Israel","ISR","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15240","23000","36104","64484","133425","445456","1047580","1672440","2147000","2880000","4400000","5500620","6300010","6618370","7221960","7757000","8403770","8902000","8982000","9022000","9111000","9200000","9225000","9500000","9500000","10570000","10570000","10540000","10700000","10800000","",
"Italy","ITA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","6415","9044","16534","33609","66070","266000","568000","783000","1207180","2240000","3923000","6422000","11737900","20489000","30296000","42246000","51246000","54200000","56770000","62750000","71500000","80418000","89801000","90341000","90032900","93666100","96040900","97188600","96863100","89914600","87691200","85955900","83871500","83342500","80580500","",
"Jamaica","JAM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2447","7628","15221","26106","45138","54640","65995","78624","144388","366952","597826","1244980","1576360","1837550","1981460","2274650","2684330","2723320","2956060","3182000","2945400","2714940","2846200","3005490","3137210","3267340","3091220","2964970","3023870","",
"Jordan","JOR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1439","1462","1462","1456","1446","11840","24113","45037","82429","118417","388949","865627","1219600","1325310","1624110","3137700","4343100","4771640","5313560","6014370","6620000","7482560","8984250","10314000","11092400","13798000","9818450","9703290","8731760","7778770","",
"Japan","JPN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","13275","19804","27198","40392","61800","95131","150773","242888","489558","868078","1378110","1712550","2131370","4331370","11712100","26906500","38253900","47307600","56845600","66784400","74819200","81118300","86655000","91474000","96484000","99826000","107339000","110395000","116295000","123287000","132761000","141129000","147888000","157857000","160560000","166853000","172790000","177067000","177067000","",
"Kazakhstan","KAZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","4600","9798","11202","29700","49500","197300","582000","1027000","1330730","2447000","5398000","7775740","12322700","14910600","17063200","19402600","25240800","30235400","30364900","28595600","26309300","25534800","26693300","26008000","25709000","",
"Kenya","KEN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1100","1162","1990","2279","2826","6767","10756","23757","127404","600000","1187120","1590790","2546160","4611970","7340320","11349400","16303600","19364600","24968900","28080800","30731800","31830000","33632600","37715900","38982200","42815100","49501400","54555500","",
"Kyrgyz Republic","KGZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1350","2574","9000","27000","53084","138279","263375","541652","1261760","2168330","3394020","4487120","5275480","6277110","6797850","6737490","7563440","7579440","7613530","7369930","7726860","8622570","",
"Cambodia","KHM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4810","10239","14100","23098","33556","61345","89117","130547","223458","380000","498388","861500","1062000","1721650","2583320","4237000","6268000","8150760","13757000","19105100","20264500","20452000","20850500","19915500","18573000","19417100","21418700","",
"Kiribati","KIR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","200","300","395","495","526","615","650","700","750","1000","9907","10595","13788","18000","20000","30000","41000","52000","46123","54000","54658","",
"St. Kitts and Nevis","KNA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","205","440","700","1200","2100","5000","22000","29000","51000","51000","64500","74500","75500","80000","77000","76000","77000","65000","73009","76583","76878","76878","76878","",
"Korea, Rep.","KOR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","7090","10255","20353","39718","80005","166108","271927","471784","960258","1641290","3180990","6878790","14018600","23442700","26816400","29045600","32342500","33591800","36586100","38342300","40197100","44369200","45607000","47944200","50767200","52506800","53624400","54680800","57290400","58935100","61295500","63658700","66355800","68892500","",
"Kuwait","KWT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","8200","14300","17500","22500","20735","43000","51000","64311","85195","117609","151063","210000","250000","300000","476000","877920","1227000","1420000","1774570","1382080","1179570","1426400","1499910","2618410","3979150","4934160","5100000","6410000","7600000","7664740","7659370","7138830","7388850","7327030","",
"Latin America & Caribbean (excluding high income)","LAC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","3300","14485","89274","224613","515691","943517","1950299","3384559","5887396","11798524","19383101","36359496","57917131","76492459","91991766","115319683","160511432","223528931","285017742","357569162","432989348","481723260","536024660","591251024","624478223","666059426","669699780","653396005","650594062","633447797","621134846","621474765","",
"Lao PDR","LAO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290","340","625","1539","3790","4915","6453","12078","12681","29545","55160","112275","204191","657528","1009570","1478410","2022130","3234640","4003400","5480850","4300000","4612610","4618590","3727160","3958510","3711810","3662340","4362180","",
"Lebanon","LBN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120000","198000","373900","505300","627000","743000","766754","775104","795460","884445","993557","1106430","1260000","1427000","2390320","2863660","3456650","3755170","3884760","4387280","4657650","4277040","4399090","4424190","4237960","",
"Liberia","LBR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","2000","5000","47250","94370","160000","280000","563000","854627","1085060","1571310","2020640","2379900","2550780","3225260","3652000","3117000","2660000","2660000","2660000","",
"Libya","LBY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","20000","30000","40000","50000","70000","127000","500000","2000000","3927560","4500000","7379120","9534090","10900000","10000000","9587000","10235300","8497080","9747080","7660070","6020000","6020000","6020000","",
"St. Lucia","LCA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","524","1000","1400","1600","1900","2300","2500","2700","14313","99000","101000","105656","105600","147000","175045","189738","198212","216530","216000","212063","188351","187741","176648","176694","184944","184944","",
"Latin America & Caribbean","LCN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","3917","12000","30971","125486","297650","647522","1135592","2257615","3928096","6650570","12755642","21249642","40121694","63764900","84725603","101590310","126321292","174830278","240788469","306656909","382630276","460764036","514406780","573379224","631374837","665970379","707570986","712325321","694283909","691071528","673756856","663671890","663991885","",
"Least developed countries: UN classification","LDC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2294","13415","26882","52648","94787","181144","406777","767581","1753210","3597166","6920327","11954276","20537593","36984297","68516840","117650587","172816573","216330119","279993417","361458188","425802595","500817441","579127042","635569384","651167090","674668372","713457309","744303048","",
"Low income","LIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1754","6022","10493","23179","35702","60894","155095","292961","758669","1915090","3686769","7616826","13406429","20116053","36069377","60209345","92358498","118381146","151579581","193874457","227840353","271392363","311650820","338353690","336058950","344742020","354383580","366574760","",
"Liechtenstein","LIE","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","7500","9000","10000","11000","11402","25000","25500","27503","28755","32013","34000","35000","35500","36970","36080","38427","40652","40950","44298","46402","47254","48307","",
"Sri Lanka","LKA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1010","1800","2644","14687","29182","51316","71029","114888","174202","256655","430202","667662","931403","1393400","2211160","3361780","5412500","7983490","11082500","16305400","17359300","18319400","19332800","20315200","22123000","23899600","25797200","28199100","24426000","24426000","",
"Lower middle income","LMC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","2911","3527","4955","9337","57215","91464","182325","316593","827674","1778003","3274966","4830268","8998543","20504031","39131819","61052594","104871423","171508518","289066984","490281372","716167870","990808478","1292995797","1641034036","1913204550","1992288095","2086273989","2237210243","2332626977","2508169558","2580511425","2677111521","2753091933","",
"Low & middle income","LMY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16534","38326","73773","141114","323797","663846","1353351","2711333","5788759","11610330","20768492","38128529","62045941","112577210","206890951","328669153","465684510","644065859","907095271","1261808980","1705416228","2221470779","2816903733","3378501603","4007041488","4549527560","4884376685","5256393607","5536484681","5690610588","5993193666","6223882944","6386588823","6641611228","",
"Lesotho","LSO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1262","3500","9831","12000","21600","57000","137953","125950","196213","249786","357913","482455","593216","661000","987448","1232350","1544820","1790300","2138790","2140140","2282920","2380800","2380800","2380800","",
"Late-demographic dividend","LTE","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","2330","3564","4936","8276","35918","65847","103319","179346","310900","537911","1009765","2104936","4386276","9126635","15967629","28490520","46865172","83338606","150846274","243561427","347575786","465446492","630154684","807309125","979531318","1191692363","1419894073","1630006750","1830427485","2013049923","2197857302","2366516227","2467484561","2448038033","2527852057","2611983470","2799983651","2902296363","",
"Lithuania","LTU","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","267","1242","4512","14795","50973","165337","267615","332000","524000","1018000","1645570","2102210","3051160","4353450","4718220","4912080","5022640","4961500","4890980","4938000","4997270","4565980","4267590","4184050","4204690","4361330","4601890","4658820","",
"Luxembourg","LUX","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","40","292","375","542","665","824","1139","1120","5082","12895","26838","45000","67208","130500","209190","303274","409064","473000","539000","470000","510000","713000","684500","707000","720000","727000","764973","761314","788371","802400","806800","764000","794000","798600","835900","",
"Latvia","LVA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1027","3800","8364","15003","28500","77100","167460","274344","401272","656835","917196","1219550","1536710","1871600","2183700","2217010","2298610","2303600","2306100","2309000","2630870","2558000","2384000","2590000","2650270","2464120","2070180","2071810","",
"Macao SAR, China","MAC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1356","2232","4847","10513","15135","21445","35881","44788","52845","82114","118101","141052","194475","276138","364031","432450","532758","636347","794323","932596","1037380","1122260","1353190","1613460","1722250","1856450","1896100","1969970","2047000","2181190","2181190","",
